,Date,MinTemp,MaxTemp,Precipitation,Sunshine,MaxWindDir,MaxWindSpeed,MaxWindTime,9amTemp,9amHumidity,9amCloud,9amWindDir,9amWindSpeed,3pmTemp,3pmHumidity,3pmCloud,3pmWindDir,3pmWindSpeed,WeatherType,Day,Month,MaxTemp_avg,MinTemp_avg,Wind_avg,Cloud_avg,Humidity_avg,PrevDayWind,PrevDayPrecip,PrevDayCloud,PrevDaySunshine,PrevDayHumidity,Week_Day_Max,Week_Day_Min
127,2024-05-19,6.2,15.4,0.0,0.2,NW,26.0,03:52,11.4,74,7,NW,6,14.1,95,7.0,WNW,2,Cloudy,19,5,17.014285714285716,10.157142857142858,26.571428571428573,7.0,84.5,35.0,0.0,6.0,1.4,86.5,1.1048237476808906,1.6382488479262673
128,2024-05-20,10.2,14.7,3.2,0.7,SSW,24.0,00:05,11.0,100,7,SW,7,13.9,76,7.0,SSW,11,Rainy,20,5,17.028571428571432,9.285714285714286,26.285714285714285,7.0,88.0,26.0,0.0,7.0,0.2,84.5,1.1584062196307097,0.9103641456582634
129,2024-05-21,10.3,14.7,0.8,0.4,SSW,19.0,12:56,11.6,88,8,SSW,4,13.6,66,6.0,S,9,Cloudy,21,5,15.9,9.614285714285714,24.714285714285715,7.0,77.0,24.0,3.2,7.0,0.7,88.0,1.0816326530612246,0.9334257975034673
130,2024-05-24,5.9,13.7,0.0,0.0,SSW,15.0,15:46,9.0,83,7,NE,6,13.6,82,7.0,SSW,2,Cloudy,24,5,15.657142857142858,9.599999999999998,23.428571428571427,7.0,82.5,19.0,0.8,7.0,0.4,77.0,1.142857142857143,1.627118644067796
131,2024-05-30,12.9,20.4,0.0,0.2,N,65.0,09:48,17.4,60,7,N,20,20.0,52,8.0,N,24,Cloudy,30,5,15.428571428571429,8.942857142857141,21.285714285714285,7.5,56.0,15.0,0.0,7.0,0.0,82.5,0.7563025210084034,0.6932447397563675
132,2024-06-03,8.2,14.6,0.8,1.6,S,24.0,13:15,9.6,89,7,SW,6,13.4,64,5.0,SSW,11,Cloudy,3,6,15.514285714285714,8.357142857142858,31.285714285714285,6.0,76.5,35.0,0.2,6.5,0.9,78.0,1.0626223091976517,1.0191637630662023
133,2024-06-04,7.2,13.8,0.0,0.2,NW,20.0,02:04,11.1,65,7,NNW,13,12.8,60,7.0,S,6,Cloudy,4,6,15.342857142857143,8.442857142857143,29.714285714285715,7.0,62.5,24.0,0.8,6.0,1.6,76.5,1.1118012422360248,1.1726190476190477
134,2024-06-05,8.6,14.7,0.0,2.1,S,24.0,15:18,10.5,84,7,NNE,2,14.4,63,7.0,SSW,7,Cloudy,5,6,15.114285714285714,8.585714285714285,28.857142857142858,7.0,73.5,20.0,0.0,7.0,0.2,62.5,1.0281827016520895,0.9983388704318937
135,2024-06-06,8.9,17.1,0.0,4.5,SSE,31.0,12:56,11.4,84,7,S,2,16.3,60,3.0,SSE,11,Windy,6,6,15.114285714285716,8.357142857142858,28.857142857142858,5.0,72.0,24.0,0.0,7.0,2.1,73.5,0.8838763575605681,0.9390048154093098
136,2024-06-08,7.8,14.3,0.2,0.1,S,17.0,12:13,11.2,100,7,SE,2,12.9,95,7.0,SSW,9,Cloudy,8,6,15.457142857142857,8.157142857142857,30.571428571428573,7.0,97.5,31.0,0.0,5.0,4.5,72.0,1.080919080919081,1.0457875457875458
137,2024-06-09,11.1,14.6,0.4,0.1,NW,19.0,04:31,11.8,99,8,WSW,6,13.7,67,7.0,SSW,6,Cloudy,9,6,15.542857142857143,8.428571428571429,30.857142857142858,7.5,83.0,17.0,0.2,7.0,0.1,97.5,1.0645792563600782,0.7593307593307593
138,2024-06-11,7.2,16.8,2.8,2.6,N,61.0,07:15,12.2,79,8,N,28,15.7,64,4.0,NNW,15,Rainy,11,6,14.714285714285717,8.17142857142857,24.285714285714285,6.0,71.5,19.0,0.4,7.5,0.1,83.0,0.8758503401360546,1.1349206349206349
139,2024-06-20,3.1,13.9,0.0,0.7,SSE,17.0,20:49,7.1,73,7,NNE,7,11.3,58,7.0,SSW,7,Cloudy,20,6,14.571428571428571,8.0,28.857142857142858,7.0,65.5,33.0,0.0,6.5,4.1,82.5,1.0483042137718397,2.5806451612903225
140,2024-06-24,2.9,13.5,0.0,3.0,N,39.0,12:28,6.7,81,7,NNE,9,12.5,57,6.0,NNE,15,Windy,24,6,13.9,6.514285714285714,26.857142857142858,6.5,69.0,24.0,0.0,7.0,1.1,75.0,1.0296296296296297,2.2463054187192117
141,2024-06-25,6.7,16.8,0.0,6.1,N,43.0,01:55,10.3,75,7,N,9,16.5,45,4.0,N,19,Windy,25,6,13.785714285714286,5.814285714285715,30.0,5.5,60.0,39.0,0.0,6.5,3.0,69.0,0.8205782312925171,0.8678038379530918
142,2024-06-29,12.0,12.9,0.0,0.0,N,50.0,00:32,12.8,51,7,N,19,10.6,89,7.0,NW,7,Cloudy,29,6,14.099999999999998,5.185714285714285,33.42857142857143,7.0,70.0,43.0,0.0,5.5,6.1,60.0,1.0930232558139532,0.4321428571428571
143,2024-06-30,7.0,12.2,7.0,4.0,SSE,35.0,12:45,7.6,87,6,SW,6,10.7,77,7.0,SSW,11,Windy,30,6,13.542857142857143,5.871428571428572,31.857142857142858,6.5,82.0,50.0,0.0,7.0,0.0,70.0,1.1100702576112413,0.8387755102040817
144,2024-07-08,3.5,16.6,0.0,0.3,NNE,41.0,13:15,9.4,77,7,NNE,4,15.5,65,7.0,NNE,22,Windy,8,7,13.414285714285715,5.4142857142857155,32.142857142857146,7.0,71.0,17.0,0.0,7.5,0.0,91.5,0.8080895008605852,1.5469387755102044
145,2024-07-09,9.3,13.1,8.4,0.0,SSW,30.0,17:37,11.4,100,8,W,6,12.3,100,8.0,SW,9,Rainy,9,7,13.799999999999999,5.471428571428572,35.57142857142857,8.0,100.0,41.0,0.0,7.0,0.3,71.0,1.0534351145038168,0.588325652841782
146,2024-07-10,10.2,14.3,11.8,3.8,NNE,35.0,23:38,10.5,80,7,WNW,9,12.9,63,1.0,N,9,Windy,10,7,13.785714285714286,6.228571428571429,36.42857142857143,4.0,71.5,30.0,8.4,8.0,0.0,100.0,0.964035964035964,0.6106442577030813
147,2024-07-11,9.7,13.6,0.0,0.3,N,52.0,16:23,12.1,69,7,NNE,17,13.4,62,7.0,N,28,Windy,11,7,13.900000000000002,7.271428571428572,35.857142857142854,7.0,65.5,35.0,11.8,4.0,3.8,71.5,1.022058823529412,0.7496318114874817
148,2024-07-16,9.0,13.6,19.6,0.0,S,37.0,02:02,12.1,100,8,SSW,9,13.0,88,8.0,SSW,9,Rainy,16,7,13.442857142857141,7.7,37.142857142857146,8.0,94.0,52.0,0.0,7.0,0.3,65.5,0.9884453781512604,0.8555555555555556
149,2024-07-17,8.6,14.0,0.2,1.2,SSW,33.0,18:57,10.3,100,8,SW,4,12.3,85,7.0,SW,13,Windy,17,7,13.542857142857143,7.271428571428571,35.285714285714285,7.5,92.5,37.0,19.6,8.0,0.0,94.0,0.9673469387755101,0.845514950166113
150,2024-07-19,7.7,12.1,0.0,0.1,N,57.0,20:16,9.5,66,7,N,20,11.2,67,8.0,N,28,Windy,19,7,13.799999999999999,7.5,35.0,7.5,66.5,33.0,0.2,7.5,1.2,92.5,1.140495867768595,0.974025974025974
151,2024-07-20,9.5,12.2,0.0,0.1,N,46.0,00:09,10.8,60,7,NW,20,11.7,85,7.0,W,15,Windy,20,7,13.9,8.285714285714286,40.714285714285715,7.0,72.5,57.0,0.0,7.5,0.1,66.5,1.139344262295082,0.8721804511278196
152,2024-07-21,7.9,16.6,4.0,4.6,NW,31.0,14:44,10.0,76,5,N,11,14.3,62,7.0,N,17,Windy,21,7,13.271428571428572,9.142857142857142,41.42857142857143,6.0,69.0,46.0,0.0,7.0,0.1,72.5,0.7994836488812392,1.1573236889692584
153,2024-07-23,11.1,17.7,0.0,7.1,NNW,50.0,15:19,12.7,57,7,N,17,17.0,46,7.0,N,19,Windy,23,7,13.771428571428572,8.942857142857143,41.57142857142857,7.0,51.5,31.0,4.0,6.0,4.6,69.0,0.7780468119451172,0.8056628056628057
154,2024-07-24,11.0,15.8,0.2,1.1,N,56.0,15:45,11.6,56,7,N,19,15.7,48,8.0,N,22,Windy,24,7,14.257142857142856,9.071428571428571,43.714285714285715,7.5,52.0,50.0,0.0,7.0,7.1,51.5,0.9023508137432187,0.8246753246753247
155,2024-07-25,11.5,13.7,0.0,1.9,N,54.0,02:09,12.7,64,8,N,15,12.5,77,7.0,N,9,Windy,25,7,14.571428571428571,9.257142857142856,44.285714285714285,7.5,70.5,56.0,0.2,7.5,1.1,52.0,1.0636079249217936,0.8049689440993788
156,2024-07-27,9.7,11.8,0.0,1.7,W,52.0,17:48,10.2,74,7,N,19,9.1,86,7.0,SW,6,Windy,27,7,14.585714285714287,9.614285714285714,46.714285714285715,7.0,80.0,54.0,0.0,7.5,1.9,70.5,1.2360774818401938,0.9911634756995582
157,2024-07-28,5.4,11.7,6.2,4.1,SSW,41.0,14:24,7.1,82,6,WSW,11,11.2,57,7.0,SSW,13,Windy,28,7,14.271428571428572,9.771428571428572,49.42857142857143,6.5,69.5,52.0,0.0,7.0,1.7,80.0,1.2197802197802199,1.8095238095238095
158,2024-08-03,6.8,14.5,0.0,0.2,N,26.0,08:16,11.5,62,7,N,13,13.5,57,7.0,S,7,Cloudy,3,8,14.142857142857142,9.085714285714285,43.0,7.0,59.5,17.0,2.8,7.5,0.3,96.5,0.9753694581280787,1.3361344537815125
159,2024-08-07,8.2,17.9,0.0,8.1,N,35.0,15:53,10.8,74,7,N,13,16.3,52,5.0,N,17,Windy,7,8,13.842857142857143,8.928571428571429,42.285714285714285,6.0,63.0,26.0,0.0,7.0,0.2,59.5,0.773343974461293,1.088850174216028
160,2024-08-08,9.6,14.0,0.0,1.2,N,50.0,10:38,11.9,62,7,N,24,13.4,60,7.0,N,22,Windy,8,8,13.87142857142857,8.514285714285714,40.142857142857146,7.0,61.0,35.0,0.0,6.0,8.1,63.0,0.9908163265306121,0.886904761904762
161,2024-08-16,12.1,16.6,0.0,1.0,NNW,43.0,09:43,16.1,77,7,N,19,16.1,65,7.0,NNW,15,Cloudy,16,8,13.614285714285714,8.314285714285713,39.285714285714285,7.0,71.0,50.0,0.0,7.0,1.2,61.0,0.8201376936316694,0.6871310507674143
162,2024-08-17,10.3,15.0,0.8,1.7,S,20.0,13:42,11.4,83,8,N,9,14.6,60,7.0,SW,9,Cloudy,17,8,14.028571428571427,8.4,37.714285714285715,7.5,71.5,43.0,0.0,7.0,1.0,71.0,0.9352380952380951,0.8155339805825242
163,2024-08-19,6.2,18.6,0.2,8.9,N,33.0,13:43,8.0,100,7,NE,9,17.8,58,1.0,N,19,Windy,19,8,14.485714285714286,8.485714285714286,33.142857142857146,4.0,79.0,20.0,0.8,7.5,1.7,71.5,0.7788018433179723,1.368663594470046
164,2024-08-20,7.8,17.9,0.4,3.6,NNW,50.0,11:04,16.5,65,7,N,13,15.5,73,7.0,NNE,17,Windy,20,8,15.471428571428572,8.6,32.0,7.0,69.0,33.0,0.2,4.0,8.9,79.0,0.8643256185155628,1.1025641025641026
165,2024-08-23,10.8,18.9,0.0,1.9,N,48.0,22:34,13.8,71,7,N,17,18.1,53,7.0,N,19,Windy,23,8,16.357142857142858,8.714285714285714,36.714285714285715,7.0,62.0,50.0,0.4,7.0,3.6,69.0,0.8654572940287227,0.8068783068783068
166,2024-08-27,12.4,20.2,0.0,1.3,NNW,63.0,16:00,14.7,67,7,NNE,17,19.1,51,7.0,N,33,Cloudy,27,8,16.985714285714284,9.285714285714286,39.857142857142854,7.0,59.0,48.0,0.0,7.0,1.9,62.0,0.8408769448373408,0.7488479262672811
167,2024-08-29,11.1,17.6,0.8,3.7,N,65.0,23:47,12.4,67,7,NNW,15,15.7,57,6.0,N,20,Windy,29,8,17.314285714285713,9.885714285714286,43.857142857142854,6.5,62.0,63.0,0.0,7.0,1.3,59.0,0.9837662337662336,0.8906048906048907
168,2024-09-11,11.8,19.6,0.0,1.8,SSW,33.0,20:52,16.2,59,7,SW,6,14.5,85,7.0,S,6,Windy,11,9,17.82857142857143,10.1,46.0,7.0,72.0,65.0,0.8,6.5,3.7,62.0,0.9096209912536443,0.8559322033898304
169,2024-09-12,9.3,14.3,8.2,10.2,SSW,35.0,13:25,12.6,53,7,SE,15,13.6,60,3.0,SSW,17,Windy,12,9,18.257142857142856,10.057142857142859,44.57142857142857,5.0,56.5,33.0,0.0,7.0,1.8,72.0,1.2767232767232766,1.0814132104454686
170,2024-09-14,9.1,10.8,3.4,1.8,S,46.0,12:30,9.2,88,7,SSW,17,9.7,66,7.0,S,11,Rainy,14,9,18.15714285714286,9.914285714285715,46.714285714285715,7.0,77.0,35.0,8.2,5.0,10.2,56.5,1.6812169312169312,1.0894819466248038
171,2024-09-15,5.9,13.0,2.2,7.5,SSW,35.0,15:18,10.5,61,5,SE,11,12.1,52,4.0,SSW,19,Windy,15,9,17.04285714285714,10.328571428571427,48.57142857142857,4.5,56.5,46.0,3.4,7.0,1.8,77.0,1.3109890109890108,1.750605326876513
172,2024-09-16,8.8,14.4,0.0,1.2,SSW,43.0,11:32,11.9,63,5,WSW,13,13.7,71,7.0,SW,11,Windy,16,9,16.342857142857145,10.057142857142859,46.42857142857143,6.0,67.0,35.0,2.2,4.5,7.5,56.5,1.134920634920635,1.142857142857143
173,2024-09-19,10.9,16.4,0.4,6.6,NW,43.0,10:02,13.8,59,7,WNW,13,14.0,59,7.0,WSW,15,Windy,19,9,15.700000000000001,9.771428571428572,45.714285714285715,7.0,59.0,43.0,0.0,6.0,1.2,67.0,0.9573170731707319,0.8964613368283093
174,2024-09-20,8.7,18.3,1.4,2.7,W,50.0,18:15,12.7,61,7,NNW,13,17.6,45,7.0,NNW,15,Windy,20,9,15.157142857142857,9.557142857142859,42.857142857142854,7.0,53.0,43.0,0.4,7.0,6.6,59.0,0.8282591725214675,1.098522167487685
175,2024-09-21,10.9,17.5,6.4,2.8,NW,39.0,14:25,12.4,69,7,NW,13,17.0,45,7.0,NNW,15,Rainy,21,9,15.257142857142858,9.214285714285714,40.714285714285715,7.0,57.0,50.0,1.4,7.0,2.7,53.0,0.8718367346938776,0.8453473132372213
176,2024-09-22,11.6,20.3,0.2,7.1,WNW,33.0,11:02,14.7,63,7,NW,9,19.9,40,7.0,WNW,11,Windy,22,9,14.957142857142857,9.085714285714285,41.57142857142857,7.0,51.5,39.0,6.4,7.0,2.8,57.0,0.7368050668543279,0.7832512315270936
177,2024-09-23,11.1,18.3,0.2,4.8,NW,31.0,11:36,15.2,62,6,N,15,18.0,54,7.0,NW,11,Windy,23,9,15.814285714285715,9.414285714285713,41.285714285714285,6.5,58.0,33.0,0.2,7.0,7.1,51.5,0.8641686182669789,0.8481338481338481
178,2024-09-24,10.4,25.3,0.0,2.4,N,39.0,12:35,16.9,60,7,N,17,23.3,37,7.0,SW,9,Windy,24,9,16.885714285714286,9.700000000000001,39.142857142857146,7.0,48.5,31.0,0.2,6.5,4.8,58.0,0.6674195369847544,0.9326923076923077
179,2024-09-26,9.0,13.8,7.8,2.2,S,39.0,06:10,12.1,57,7,S,15,12.3,58,7.0,S,17,Rainy,26,9,18.642857142857142,10.342857142857142,39.714285714285715,7.0,57.5,39.0,0.0,7.0,2.4,48.5,1.3509316770186335,1.1492063492063491
180,2024-09-28,6.8,22.0,0.0,9.0,N,44.0,10:13,15.7,52,5,N,19,21.7,37,7.0,NNE,20,Sunny,28,9,18.557142857142857,10.37142857142857,39.142857142857146,6.0,44.5,39.0,7.8,7.0,2.2,57.5,0.8435064935064935,1.5252100840336134
181,2024-09-29,15.6,17.3,0.0,1.0,N,54.0,08:31,15.6,59,7,NNW,24,15.3,81,7.0,N,13,Cloudy,29,9,19.357142857142858,9.785714285714286,39.285714285714285,7.0,70.0,44.0,0.0,6.0,9.0,44.5,1.1189099917423617,0.6272893772893774
182,2024-10-03,8.0,26.1,0.0,11.3,N,39.0,09:40,17.1,65,2,NNE,7,25.8,34,2.0,N,15,Sunny,3,10,19.214285714285715,10.771428571428572,39.857142857142854,2.0,49.5,54.0,0.0,7.0,1.0,70.0,0.7361795292829776,1.3464285714285715
183,2024-10-05,11.9,20.1,0.2,6.1,NNW,44.0,11:41,17.3,56,7,NNW,15,15.1,88,8.0,WSW,2,Windy,5,10,20.442857142857143,10.357142857142858,39.857142857142854,7.5,72.0,39.0,0.0,2.0,11.3,49.5,1.0170575692963753,0.8703481392557023
184,2024-10-07,14.2,18.0,0.2,0.2,SW,44.0,12:53,15.6,64,7,NNW,17,14.4,78,7.0,S,11,Cloudy,7,10,20.414285714285715,10.4,41.42857142857143,7.0,71.0,44.0,0.2,7.5,6.1,72.0,1.134126984126984,0.7323943661971831
185,2024-10-10,10.3,20.0,0.0,10.6,N,50.0,07:02,15.3,58,6,N,20,17.5,49,1.0,S,15,Windy,10,10,20.371428571428574,10.842857142857143,43.285714285714285,3.5,53.5,44.0,0.2,7.0,0.2,71.0,1.0185714285714287,1.0527045769764216
186,2024-10-13,7.2,24.3,0.0,10.2,N,48.0,09:23,15.8,52,5,N,15,23.0,32,7.0,N,24,Sunny,13,10,19.614285714285717,10.828571428571427,44.857142857142854,6.0,42.0,50.0,0.0,3.5,10.6,53.5,0.8071722516166961,1.5039682539682537
187,2024-10-15,10.4,26.9,0.0,8.1,NE,28.0,12:15,14.6,77,3,NNW,2,25.8,38,7.0,NE,9,Sunny,15,10,21.114285714285717,10.571428571428571,46.142857142857146,5.0,57.5,48.0,0.0,6.0,10.2,42.0,0.7849176845459375,1.0164835164835164
188,2024-10-21,9.8,27.8,0.0,11.5,E,22.0,14:59,14.0,79,4,NNE,9,25.2,45,1.0,SSW,6,Sunny,21,10,21.814285714285713,11.085714285714285,43.857142857142854,2.5,62.0,28.0,0.0,5.0,8.1,57.5,0.7846865364850976,1.131195335276968
189,2024-10-22,13.9,30.6,0.0,8.3,S,44.0,15:27,22.0,48,7,N,22,29.7,32,6.0,N,20,Sunny,22,10,23.314285714285713,10.257142857142856,39.285714285714285,6.5,40.0,22.0,0.0,2.5,11.5,62.0,0.7619047619047619,0.73792394655704
190,2024-10-24,10.4,16.9,0.0,11.5,S,35.0,12:59,13.4,59,5,WSW,11,15.5,49,7.0,S,17,Windy,24,10,23.957142857142856,11.1,40.0,6.0,54.0,44.0,0.0,6.5,8.3,40.0,1.4175824175824177,1.0673076923076923
191,2024-10-27,11.5,25.7,0.0,6.5,NNW,39.0,09:00,18.9,35,7,N,17,25.4,31,5.0,SSW,7,Windy,27,10,23.5,10.885714285714284,38.714285714285715,6.0,33.0,35.0,0.0,6.0,11.5,54.0,0.914396887159533,0.9465838509316769
